sku_id,product_name,product_type
FABSOCH-W-0301,Fabindia Silk Blend Saree - Navy - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0302,Soch Floral Print Saree - Olive - Wool Blend - Slim Fit,stable
FABSOCH-W-0303,Fabindia Cotton Saree - Maroon - Polyester - Oversized,stable
FABSOCH-W-0304,Soch Embellished Saree - Beige - Silk Blend - Regular Fit,stable
FABSOCH-W-0305,Fabindia Handblock Print Kurta - Grey - Viscose - Relaxed Fit,stable
FABSOCH-W-0306,Soch Woven Design Saree - Mustard - Cotton - Slim Fit,stable
FABSOCH-W-0307,Fabindia Cotton Silk Kurta - Teal - Cotton Blend - Oversized,stable
FABSOCH-W-0308,Soch Festive Kurta Set - Off-White - Wool Blend - Regular Fit,stable
FABSOCH-W-0309,Fabindia Printed Cotton Kurta - Brown - Polyester - Relaxed Fit,stable
FABSOCH-W-0310,Soch Straight Kurta Set - Black - Silk Blend - Slim Fit,stable
FABSOCH-W-0311,Fabindia Quilted Short Jacket - Navy - Viscose - Oversized,stable
FABSOCH-W-0312,Soch Printed Kurta - Olive - Cotton - Regular Fit,stable
FABSOCH-W-0313,Fabindia Wool Blend Jacket - Maroon - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0314,Soch Embroidered Kurta - Beige - Wool Blend - Slim Fit,stable
FABSOCH-W-0315,Fabindia Cotton Padded Jacket - Grey - Polyester - Oversized,stable
FABSOCH-W-0316,Fabindia Silk Blend Saree - Mustard - Silk Blend - Regular Fit,stable
FABSOCH-W-0317,Soch Floral Print Saree - Teal - Viscose - Relaxed Fit,stable
FABSOCH-W-0318,Fabindia Cotton Saree - Off-White - Cotton - Slim Fit,stable
FABSOCH-W-0319,Soch Embellished Saree - Brown - Cotton Blend - Oversized,stable
FABSOCH-W-0320,Fabindia Handblock Print Kurta - Black - Wool Blend - Regular Fit,stable
FABSOCH-W-0321,Soch Woven Design Saree - Navy - Polyester - Relaxed Fit,stable
FABSOCH-W-0322,Fabindia Cotton Silk Kurta - Olive - Silk Blend - Slim Fit,stable
FABSOCH-W-0323,Soch Festive Kurta Set - Maroon - Viscose - Oversized,stable
FABSOCH-W-0324,Fabindia Printed Cotton Kurta - Beige - Cotton - Regular Fit,stable
FABSOCH-W-0325,Soch Straight Kurta Set - Grey - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0326,Fabindia Quilted Short Jacket - Mustard - Wool Blend - Slim Fit,stable
FABSOCH-W-0327,Soch Printed Kurta - Teal - Polyester - Oversized,stable
FABSOCH-W-0328,Fabindia Wool Blend Jacket - Off-White - Silk Blend - Regular Fit,stable
FABSOCH-W-0329,Soch Embroidered Kurta - Brown - Viscose - Relaxed Fit,stable
FABSOCH-W-0330,Fabindia Cotton Padded Jacket - Black - Cotton - Slim Fit,stable
FABSOCH-W-0331,Fabindia Silk Blend Saree - Navy - Cotton Blend - Oversized,stable
FABSOCH-W-0332,Soch Floral Print Saree - Olive - Wool Blend - Regular Fit,stable
FABSOCH-W-0333,Fabindia Cotton Saree - Maroon - Polyester - Relaxed Fit,stable
FABSOCH-W-0334,Soch Embellished Saree - Beige - Silk Blend - Slim Fit,stable
FABSOCH-W-0335,Fabindia Handblock Print Kurta - Grey - Viscose - Oversized,stable
FABSOCH-W-0336,Soch Woven Design Saree - Mustard - Cotton - Regular Fit,stable
FABSOCH-W-0337,Fabindia Cotton Silk Kurta - Teal - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0338,Soch Festive Kurta Set - Off-White - Wool Blend - Slim Fit,stable
FABSOCH-W-0339,Fabindia Printed Cotton Kurta - Brown - Polyester - Oversized,stable
FABSOCH-W-0340,Soch Straight Kurta Set - Black - Silk Blend - Regular Fit,stable
FABSOCH-W-0341,Fabindia Quilted Short Jacket - Navy - Viscose - Relaxed Fit,stable
FABSOCH-W-0342,Soch Printed Kurta - Olive - Cotton - Slim Fit,stable
FABSOCH-W-0343,Fabindia Wool Blend Jacket - Maroon - Cotton Blend - Oversized,stable
FABSOCH-W-0344,Soch Embroidered Kurta - Beige - Wool Blend - Regular Fit,stable
FABSOCH-W-0345,Fabindia Cotton Padded Jacket - Grey - Polyester - Relaxed Fit,stable
FABSOCH-W-0346,Fabindia Silk Blend Saree - Mustard - Silk Blend - Slim Fit,stable
FABSOCH-W-0347,Soch Floral Print Saree - Teal - Viscose - Oversized,stable
FABSOCH-W-0348,Fabindia Cotton Saree - Off-White - Cotton - Regular Fit,stable
FABSOCH-W-0349,Soch Embellished Saree - Brown - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0350,Fabindia Handblock Print Kurta - Black - Wool Blend - Slim Fit,stable
FABSOCH-W-0351,Soch Woven Design Saree - Navy - Polyester - Oversized,stable
FABSOCH-W-0352,Fabindia Cotton Silk Kurta - Olive - Silk Blend - Regular Fit,stable
FABSOCH-W-0353,Soch Festive Kurta Set - Maroon - Viscose - Relaxed Fit,stable
FABSOCH-W-0354,Fabindia Printed Cotton Kurta - Beige - Cotton - Slim Fit,stable
FABSOCH-W-0355,Soch Straight Kurta Set - Grey - Cotton Blend - Oversized,stable
FABSOCH-W-0356,Fabindia Quilted Short Jacket - Mustard - Wool Blend - Regular Fit,stable
FABSOCH-W-0357,Soch Printed Kurta - Teal - Polyester - Relaxed Fit,stable
FABSOCH-W-0358,Fabindia Wool Blend Jacket - Off-White - Silk Blend - Slim Fit,stable
FABSOCH-W-0359,Soch Embroidered Kurta - Brown - Viscose - Oversized,stable
FABSOCH-W-0360,Fabindia Cotton Padded Jacket - Black - Cotton - Regular Fit,stable
FABSOCH-W-0361,Fabindia Silk Blend Saree - Navy - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0362,Soch Floral Print Saree - Olive - Wool Blend - Slim Fit,stable
FABSOCH-W-0363,Fabindia Cotton Saree - Maroon - Polyester - Oversized,stable
FABSOCH-W-0364,Soch Embellished Saree - Beige - Silk Blend - Regular Fit,stable
FABSOCH-W-0365,Fabindia Handblock Print Kurta - Grey - Viscose - Relaxed Fit,stable
FABSOCH-W-0366,Soch Woven Design Saree - Mustard - Cotton - Slim Fit,stable
FABSOCH-W-0367,Fabindia Cotton Silk Kurta - Teal - Cotton Blend - Oversized,stable
FABSOCH-W-0368,Soch Festive Kurta Set - Off-White - Wool Blend - Regular Fit,stable
FABSOCH-W-0369,Fabindia Printed Cotton Kurta - Brown - Polyester - Relaxed Fit,stable
FABSOCH-W-0370,Soch Straight Kurta Set - Black - Silk Blend - Slim Fit,stable
FABSOCH-W-0371,Fabindia Quilted Short Jacket - Navy - Viscose - Oversized,stable
FABSOCH-W-0372,Soch Printed Kurta - Olive - Cotton - Regular Fit,stable
FABSOCH-W-0373,Fabindia Wool Blend Jacket - Maroon - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0374,Soch Embroidered Kurta - Beige - Wool Blend - Slim Fit,stable
FABSOCH-W-0375,Fabindia Cotton Padded Jacket - Grey - Polyester - Oversized,stable
FABSOCH-W-0376,Fabindia Silk Blend Saree - Mustard - Silk Blend - Regular Fit,stable
FABSOCH-W-0377,Soch Floral Print Saree - Teal - Viscose - Relaxed Fit,stable
FABSOCH-W-0378,Fabindia Cotton Saree - Off-White - Cotton - Slim Fit,stable
FABSOCH-W-0379,Soch Embellished Saree - Brown - Cotton Blend - Oversized,stable
FABSOCH-W-0380,Fabindia Handblock Print Kurta - Black - Wool Blend - Regular Fit,stable
FABSOCH-W-0381,Soch Woven Design Saree - Navy - Polyester - Relaxed Fit,stable
FABSOCH-W-0382,Fabindia Cotton Silk Kurta - Olive - Silk Blend - Slim Fit,stable
FABSOCH-W-0383,Soch Festive Kurta Set - Maroon - Viscose - Oversized,stable
FABSOCH-W-0384,Fabindia Printed Cotton Kurta - Beige - Cotton - Regular Fit,stable
FABSOCH-W-0385,Soch Straight Kurta Set - Grey - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0386,Fabindia Quilted Short Jacket - Mustard - Wool Blend - Slim Fit,stable
FABSOCH-W-0387,Soch Printed Kurta - Teal - Polyester - Oversized,stable
FABSOCH-W-0388,Fabindia Wool Blend Jacket - Off-White - Silk Blend - Regular Fit,stable
FABSOCH-W-0389,Soch Embroidered Kurta - Brown - Viscose - Relaxed Fit,stable
FABSOCH-W-0390,Fabindia Cotton Padded Jacket - Black - Cotton - Slim Fit,stable
FABSOCH-W-0391,Fabindia Silk Blend Saree - Navy - Cotton Blend - Oversized,stable
FABSOCH-W-0392,Soch Floral Print Saree - Olive - Wool Blend - Regular Fit,stable
FABSOCH-W-0393,Fabindia Cotton Saree - Maroon - Polyester - Relaxed Fit,stable
FABSOCH-W-0394,Soch Embellished Saree - Beige - Silk Blend - Slim Fit,stable
FABSOCH-W-0395,Fabindia Handblock Print Kurta - Grey - Viscose - Oversized,stable
FABSOCH-W-0396,Soch Woven Design Saree - Mustard - Cotton - Regular Fit,stable
FABSOCH-W-0397,Fabindia Cotton Silk Kurta - Teal - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0398,Soch Festive Kurta Set - Off-White - Wool Blend - Slim Fit,stable
FABSOCH-W-0399,Fabindia Printed Cotton Kurta - Brown - Polyester - Oversized,stable
FABSOCH-W-0400,Soch Straight Kurta Set - Black - Silk Blend - Regular Fit,stable
FABSOCH-W-0401,Fabindia Quilted Short Jacket - Navy - Viscose - Relaxed Fit,stable
FABSOCH-W-0402,Soch Printed Kurta - Olive - Cotton - Slim Fit,stable
FABSOCH-W-0403,Fabindia Wool Blend Jacket - Maroon - Cotton Blend - Oversized,stable
FABSOCH-W-0404,Soch Embroidered Kurta - Beige - Wool Blend - Regular Fit,stable
FABSOCH-W-0405,Fabindia Cotton Padded Jacket - Grey - Polyester - Relaxed Fit,stable
FABSOCH-W-0406,Fabindia Silk Blend Saree - Mustard - Silk Blend - Slim Fit,stable
FABSOCH-W-0407,Soch Floral Print Saree - Teal - Viscose - Oversized,stable
FABSOCH-W-0408,Fabindia Cotton Saree - Off-White - Cotton - Regular Fit,stable
FABSOCH-W-0409,Soch Embellished Saree - Brown - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0410,Fabindia Handblock Print Kurta - Black - Wool Blend - Slim Fit,stable
FABSOCH-W-0411,Soch Woven Design Saree - Navy - Polyester - Oversized,stable
FABSOCH-W-0412,Fabindia Cotton Silk Kurta - Olive - Silk Blend - Regular Fit,stable
FABSOCH-W-0413,Soch Festive Kurta Set - Maroon - Viscose - Relaxed Fit,stable
FABSOCH-W-0414,Fabindia Printed Cotton Kurta - Beige - Cotton - Slim Fit,stable
FABSOCH-W-0415,Soch Straight Kurta Set - Grey - Cotton Blend - Oversized,stable
FABSOCH-W-0416,Fabindia Quilted Short Jacket - Mustard - Wool Blend - Regular Fit,stable
FABSOCH-W-0417,Soch Printed Kurta - Teal - Polyester - Relaxed Fit,stable
FABSOCH-W-0418,Fabindia Wool Blend Jacket - Off-White - Silk Blend - Slim Fit,stable
FABSOCH-W-0419,Soch Embroidered Kurta - Brown - Viscose - Oversized,stable
FABSOCH-W-0420,Fabindia Cotton Padded Jacket - Black - Cotton - Regular Fit,stable
FABSOCH-W-0421,Fabindia Silk Blend Saree - Navy - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0422,Soch Floral Print Saree - Olive - Wool Blend - Slim Fit,stable
FABSOCH-W-0423,Fabindia Cotton Saree - Maroon - Polyester - Oversized,stable
FABSOCH-W-0424,Soch Embellished Saree - Beige - Silk Blend - Regular Fit,stable
FABSOCH-W-0425,Fabindia Handblock Print Kurta - Grey - Viscose - Relaxed Fit,stable
FABSOCH-W-0426,Soch Woven Design Saree - Mustard - Cotton - Slim Fit,stable
FABSOCH-W-0427,Fabindia Cotton Silk Kurta - Teal - Cotton Blend - Oversized,stable
FABSOCH-W-0428,Soch Festive Kurta Set - Off-White - Wool Blend - Regular Fit,stable
FABSOCH-W-0429,Fabindia Printed Cotton Kurta - Brown - Polyester - Relaxed Fit,stable
FABSOCH-W-0430,Soch Straight Kurta Set - Black - Silk Blend - Slim Fit,stable
FABSOCH-W-0431,Fabindia Quilted Short Jacket - Navy - Viscose - Oversized,stable
FABSOCH-W-0432,Soch Printed Kurta - Olive - Cotton - Regular Fit,stable
FABSOCH-W-0433,Fabindia Wool Blend Jacket - Maroon - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0434,Soch Embroidered Kurta - Beige - Wool Blend - Slim Fit,stable
FABSOCH-W-0435,Fabindia Cotton Padded Jacket - Grey - Polyester - Oversized,stable
FABSOCH-W-0436,Fabindia Silk Blend Saree - Mustard - Silk Blend - Regular Fit,stable
FABSOCH-W-0437,Soch Floral Print Saree - Teal - Viscose - Relaxed Fit,stable
FABSOCH-W-0438,Fabindia Cotton Saree - Off-White - Cotton - Slim Fit,stable
FABSOCH-W-0439,Soch Embellished Saree - Brown - Cotton Blend - Oversized,stable
FABSOCH-W-0440,Fabindia Handblock Print Kurta - Black - Wool Blend - Regular Fit,stable
FABSOCH-W-0441,Soch Woven Design Saree - Navy - Polyester - Relaxed Fit,stable
FABSOCH-W-0442,Fabindia Cotton Silk Kurta - Olive - Silk Blend - Slim Fit,stable
FABSOCH-W-0443,Soch Festive Kurta Set - Maroon - Viscose - Oversized,stable
FABSOCH-W-0444,Fabindia Printed Cotton Kurta - Beige - Cotton - Regular Fit,stable
FABSOCH-W-0445,Soch Straight Kurta Set - Grey - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0446,Fabindia Quilted Short Jacket - Mustard - Wool Blend - Slim Fit,stable
FABSOCH-W-0447,Soch Printed Kurta - Teal - Polyester - Oversized,stable
FABSOCH-W-0448,Fabindia Wool Blend Jacket - Off-White - Silk Blend - Regular Fit,stable
FABSOCH-W-0449,Soch Embroidered Kurta - Brown - Viscose - Relaxed Fit,stable
FABSOCH-W-0450,Fabindia Cotton Padded Jacket - Black - Cotton - Slim Fit,stable
FABSOCH-W-0451,Fabindia Silk Blend Saree - Navy - Cotton Blend - Oversized,stable
FABSOCH-W-0452,Soch Floral Print Saree - Olive - Wool Blend - Regular Fit,stable
FABSOCH-W-0453,Fabindia Cotton Saree - Maroon - Polyester - Relaxed Fit,stable
FABSOCH-W-0454,Soch Embellished Saree - Beige - Silk Blend - Slim Fit,stable
FABSOCH-W-0455,Fabindia Handblock Print Kurta - Grey - Viscose - Oversized,stable
FABSOCH-W-0456,Soch Woven Design Saree - Mustard - Cotton - Regular Fit,stable
FABSOCH-W-0457,Fabindia Cotton Silk Kurta - Teal - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0458,Soch Festive Kurta Set - Off-White - Wool Blend - Slim Fit,stable
FABSOCH-W-0459,Fabindia Printed Cotton Kurta - Brown - Polyester - Oversized,stable
FABSOCH-W-0460,Soch Straight Kurta Set - Black - Silk Blend - Regular Fit,stable
FABSOCH-W-0461,Fabindia Quilted Short Jacket - Navy - Viscose - Relaxed Fit,stable
FABSOCH-W-0462,Soch Printed Kurta - Olive - Cotton - Slim Fit,stable
FABSOCH-W-0463,Fabindia Wool Blend Jacket - Maroon - Cotton Blend - Oversized,stable
FABSOCH-W-0464,Soch Embroidered Kurta - Beige - Wool Blend - Regular Fit,stable
FABSOCH-W-0465,Fabindia Cotton Padded Jacket - Grey - Polyester - Relaxed Fit,stable
FABSOCH-W-0466,Fabindia Silk Blend Saree - Mustard - Silk Blend - Slim Fit,stable
FABSOCH-W-0467,Soch Floral Print Saree - Teal - Viscose - Oversized,stable
FABSOCH-W-0468,Fabindia Cotton Saree - Off-White - Cotton - Regular Fit,stable
FABSOCH-W-0469,Soch Embellished Saree - Brown - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0470,Fabindia Handblock Print Kurta - Black - Wool Blend - Slim Fit,stable
FABSOCH-W-0471,Soch Woven Design Saree - Navy - Polyester - Oversized,stable
FABSOCH-W-0472,Fabindia Cotton Silk Kurta - Olive - Silk Blend - Regular Fit,stable
FABSOCH-W-0473,Soch Festive Kurta Set - Maroon - Viscose - Relaxed Fit,stable
FABSOCH-W-0474,Fabindia Printed Cotton Kurta - Beige - Cotton - Slim Fit,stable
FABSOCH-W-0475,Soch Straight Kurta Set - Grey - Cotton Blend - Oversized,stable
FABSOCH-W-0476,Fabindia Quilted Short Jacket - Mustard - Wool Blend - Regular Fit,stable
FABSOCH-W-0477,Soch Printed Kurta - Teal - Polyester - Relaxed Fit,stable
FABSOCH-W-0478,Fabindia Wool Blend Jacket - Off-White - Silk Blend - Slim Fit,stable
FABSOCH-W-0479,Soch Embroidered Kurta - Brown - Viscose - Oversized,stable
FABSOCH-W-0480,Fabindia Cotton Padded Jacket - Black - Cotton - Regular Fit,stable
FABSOCH-W-0481,Fabindia Silk Blend Saree - Navy - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0482,Soch Floral Print Saree - Olive - Wool Blend - Slim Fit,stable
FABSOCH-W-0483,Fabindia Cotton Saree - Maroon - Polyester - Oversized,stable
FABSOCH-W-0484,Soch Embellished Saree - Beige - Silk Blend - Regular Fit,stable
FABSOCH-W-0485,Fabindia Handblock Print Kurta - Grey - Viscose - Relaxed Fit,stable
FABSOCH-W-0486,Soch Woven Design Saree - Mustard - Cotton - Slim Fit,stable
FABSOCH-W-0487,Fabindia Cotton Silk Kurta - Teal - Cotton Blend - Oversized,stable
FABSOCH-W-0488,Soch Festive Kurta Set - Off-White - Wool Blend - Regular Fit,stable
FABSOCH-W-0489,Fabindia Printed Cotton Kurta - Brown - Polyester - Relaxed Fit,stable
FABSOCH-W-0490,Soch Straight Kurta Set - Black - Silk Blend - Slim Fit,stable
FABSOCH-W-0491,Fabindia Quilted Short Jacket - Navy - Viscose - Oversized,stable
FABSOCH-W-0492,Soch Printed Kurta - Olive - Cotton - Regular Fit,stable
FABSOCH-W-0493,Fabindia Wool Blend Jacket - Maroon - Cotton Blend - Relaxed Fit,stable
FABSOCH-W-0494,Soch Embroidered Kurta - Beige - Wool Blend - Slim Fit,stable
FABSOCH-W-0495,Fabindia Cotton Padded Jacket - Grey - Polyester - Oversized,stable
FABSOCH-W-0496,Fabindia Silk Blend Saree - Mustard - Silk Blend - Regular Fit,stable
FABSOCH-W-0497,Soch Floral Print Saree - Teal - Viscose - Relaxed Fit,stable
FABSOCH-W-0498,Fabindia Cotton Saree - Off-White - Cotton - Slim Fit,stable
FABSOCH-W-0499,Soch Embellished Saree - Brown - Cotton Blend - Oversized,stable
FABSOCH-W-0500,Fabindia Handblock Print Kurta - Black - Wool Blend - Regular Fit,stable
